P. Mass (EU),P. Radius (EU),P. Density (EU),P. Gravity (EU),P. SFlux Mean (EU),P. Teq Mean (K),P. Mag,P. Period (days),P. Eccentricity,S. Mass (SU),S. Radius (SU),S. Teff (K),S. RA (hrs),S. DEC (deg),S. No. Planets,S. No. Planets HZ,P. HZD,P. HZC,P. HZA,P. HZI,P. ESI,P. Habitable,P. Hab Moon,P. Confirmed,P. Disc. Year
1.54,1.19,0.92,1.1,100.0145,805.7,-22.57,14.43,0.0,1.09,1.09,6046.0,19.3758,48.9961,1,0,-2.29,-0.17,-0.95,0.29,0.3,0,0,1,2016.0
14.15,2.16,1.4,3.03,24.273670000000003,565.5,-22.33,36.43,0.0,1.04,1.04,5870.0,19.6463,45.8668,1,0,-2.08,-0.13,0.35,0.32,0.3,0,0,1,2016.0
4.86,2.92,0.19,0.57,14.349979999999999,495.9,-22.42,82.18,0.0,1.18,1.28,6214.0,19.7299,44.7531,1,0,-1.96,2.51,-0.61,0.24,0.29,0,0,1,2016.0
5.14,1.67,1.11,1.85,99.7039,805.1,-23.31,10.36,0.0,0.98,0.96,5663.0,18.9688,43.99,1,0,-2.27,-0.15,-0.53,0.3,0.28,0,0,1,2016.0
1.49,1.18,0.92,1.08,42.49218,650.5,-21.62,11.56,0.0,0.81,0.78,5100.0,18.7532,42.6858,1,0,-2.14,-0.17,-0.87,0.3,0.32,0,0,1,2016.0
5.82,1.72,1.13,1.95,40.29137,641.9,-22.4,26.08,0.0,1.04,1.06,5904.0,19.5443,41.7462,1,0,-2.17,-0.15,-0.33,0.31,0.3,0,0,1,2016.0
7.21,1.83,1.19,2.16,72.10322,742.4,-23.15,14.53,0.0,0.99,0.98,5796.0,19.0475,49.7067,1,0,-2.24,-0.14,-0.32,0.31,0.28,0,0,1,2016.0
5.14,1.67,1.11,1.85,19.49493,535.3,-21.53,22.13,0.0,0.85,0.81,5156.0,19.4667,49.3018,1,0,-2.01,-0.15,-0.26,0.33,0.34,0,0,1,2016.0
1.75,1.23,0.94,1.15,82.46839,767.7,-22.44,5.94,0.0,0.8,0.75,4908.0,19.2959,49.7312,1,0,-2.21,-0.16,-0.9,0.3,0.31,0,0,1,2016.0
0.89,1.01,0.87,0.88,53.43965,688.8,-21.53,12.25,0.0,0.88,0.84,5381.0,19.0209,48.7253,1,0,-2.19,-0.17,-1.04,0.29,0.32,0,0,1,2016.0
3.69,1.52,1.04,1.59,316.8872,1074.9,-24.37,9.51,0.0,1.25,1.4,6337.0,19.694,42.1508,1,0,-2.39,-0.15,-0.81,0.28,0.28,0,0,1,2016.0
12.69,2.11,1.36,2.86,23.42986,560.5,-22.24,30.45,0.0,0.94,0.92,5730.0,19.5123,38.1263,1,0,-2.07,-0.13,0.28,0.32,0.3,0,0,1,2016.0
3.22,1.47,1.02,1.5,69.73355,736.2,-22.64,19.92,0.0,1.11,1.12,6087.0,19.873,44.7371,1,0,-2.25,-0.16,-0.67,0.3,0.3,0,0,1,2016.0
19.11,2.32,1.53,3.55,17.0484,517.7,-22.1,54.65,0.0,1.08,1.12,5965.0,19.3727,45.4397,1,0,-2.0,-0.12,0.71,0.32,0.31,0,0,1,2016.0
13.26,2.13,1.38,2.93,647.0396,1284.9,-25.88,7.32,0.0,1.38,1.63,6541.0,19.6999,38.6445,1,0,-2.43,-0.13,-0.38,0.29,0.25,0,0,1,2016.0
7.73,1.86,1.2,2.24,32.84923,609.9,-22.34,39.82,0.0,1.05,1.31,5820.0,19.1098,49.9378,1,0,-2.13,-0.14,-0.13,0.32,0.3,0,0,1,2016.0
6.4,1.77,1.16,2.05,5.692041000000001,393.5,-20.32,82.29,0.0,0.93,0.9,5655.0,18.7531,44.4654,1,0,-1.65,-0.14,0.12,0.38,0.47,0,0,1,2016.0
5.46,3.04,0.2,0.59,4.21185,365.0,-21.16,92.44,0.0,0.9,0.87,5515.0,19.7129,42.6095,1,0,-1.53,2.55,-0.37,0.25,0.44,0,0,1,2016.0
3.59,1.51,1.04,1.57,58.45542,704.5,-22.51,16.59,0.0,1.0,0.99,5728.0,19.5753,45.7407,1,0,-2.22,-0.15,-0.61,0.3,0.3,0,0,1,2016.0
3.4,1.49,1.03,1.53,16.63113,514.5,-21.11,16.75,0.0,0.77,0.72,4712.0,19.2398,41.0364,1,0,-1.95,-0.15,-0.44,0.33,0.36,0,0,1,2016.0
2.81,1.41,1.0,1.41,119.5905,842.5,-23.14,15.02,0.0,1.06,1.29,5863.0,19.2366,38.5652,1,0,-2.3,-0.16,-0.79,0.29,0.29,0,0,1,2016.0
5.66,3.07,0.2,0.6,5.325216,387.0,-21.44,91.08,0.0,0.96,0.94,5659.0,18.8438,43.1625,1,0,-1.63,2.56,-0.4,0.25,0.4,0,0,1,2016.0
4.92,2.93,0.19,0.57,7.654806,423.8,-21.74,85.27,0.0,1.03,1.04,5831.0,19.0754,38.7796,1,0,-1.76,2.52,-0.51,0.24,0.35,0,0,1,2016.0
15.76,2.22,1.45,3.21,19.05034,532.3,-22.13,64.66,0.0,1.18,1.27,6182.0,19.5983,45.3507,1,0,-2.03,-0.12,0.5,0.32,0.31,0,0,1,2016.0
5.02,1.66,1.1,1.83,125.1756,852.2,-23.55,8.74,0.0,0.96,0.95,5675.0,19.7464,45.6343,1,0,-2.29,-0.15,-0.58,0.3,0.28,0,0,1,2016.0
2.3,1.33,0.97,1.29,7.427711,420.6,-19.99,48.05,0.0,0.86,0.81,5256.0,18.9852,44.9168,1,0,-1.75,-0.16,-0.49,0.35,0.45,0,0,1,2016.0
1.54,1.19,0.92,1.1,7.028604,414.8,-19.68,44.2,0.0,0.82,0.78,5097.0,18.9324,41.6504,1,0,-1.73,-0.17,-0.65,0.35,0.47,0,0,1,2016.0
1.59,1.2,0.93,1.11,73.72491,746.5,-22.26,15.03,0.0,1.0,1.0,5845.0,19.2589,39.7446,1,0,-2.25,-0.17,-0.91,0.29,0.31,0,0,1,2016.0
3.99,1.56,1.06,1.65,148.5602,889.4,-23.6,14.56,0.0,1.2,1.3,6229.0,19.3279,42.0014,1,0,-2.33,-0.15,-0.69,0.29,0.29,0,0,1,2016.0
6.33,3.18,0.2,0.63,74.21921,747.8,-24.4,41.71,0.0,1.44,1.72,6666.0,19.7405,39.3199,1,0,-2.27,2.6,-0.73,0.22,0.22,0,0,1,2016.0
17.55,2.27,1.49,3.39,2.2889909999999998,313.4,-19.87,96.17,0.0,0.77,0.74,5069.0,19.5818,42.8068,1,0,-1.22,-0.12,1.3,0.36,0.61,0,0,1,2016.0
13.26,2.13,1.38,2.93,4.0487589999999996,361.4,-20.35,82.3,0.0,0.85,0.81,5393.0,19.3141,50.1282,1,0,-1.51,-0.13,0.81,0.37,0.5,0,0,1,2016.0
0.68,0.93,0.85,0.79,19.64389,536.4,-20.26,30.86,0.0,0.93,0.86,5686.0,19.4668,41.787,1,0,-2.03,-0.18,-1.01,0.31,0.36,0,0,1,2016.0
2.23,1.32,0.97,1.28,64.31711999999999,721.5,-22.32,14.03,0.0,0.95,0.93,5676.0,19.3433,41.4646,1,0,-2.23,-0.16,-0.79,0.3,0.31,0,0,1,2016.0
0.49,0.84,0.83,0.69,38.71819,635.5,-20.78,16.05,0.0,0.89,0.85,5410.0,19.2374,46.5361,1,0,-2.14,-0.18,-1.14,0.29,0.33,0,0,1,2016.0
2.3,1.33,0.97,1.29,80.84019,763.9,-22.59,20.71,0.0,1.14,1.22,6158.0,19.8746,40.375,1,0,-2.27,-0.16,-0.81,0.29,0.3,0,0,1,2016.0
7.56,1.85,1.2,2.21,34.274440000000006,616.4,-22.37,25.43,0.0,1.0,0.99,5780.0,18.9199,46.931,1,0,-2.14,-0.14,-0.15,0.32,0.3,0,0,1,2016.0
7.49,3.36,0.2,0.66,13.58172,489.1,-22.66,84.7,0.0,1.19,1.28,6200.0,19.9306,48.2578,1,0,-1.94,2.67,-0.42,0.23,0.28,0,0,1,2016.0
5.27,1.68,1.11,1.87,71.61835,741.1,-22.97,23.24,0.0,1.17,1.29,6064.0,19.2281,43.1798,1,0,-2.25,-0.15,-0.47,0.3,0.29,0,0,1,2016.0
1.49,1.18,0.92,1.08,8.527658,435.4,-19.87,20.36,0.0,0.73,0.67,4372.0,19.285,44.4703,1,0,-1.77,-0.17,-0.68,0.34,0.44,0,0,1,2016.0
133.91,8.46,0.22,1.87,2.525353,321.2,-22.84,160.88,0.0,0.99,0.97,5617.0,19.3194,39.2853,1,0,-1.25,5.3,2.56,0.14,0.36,0,0,1,2016.0
6.1,1.75,1.14,2.0,225.9471,987.7,-24.3,7.26,0.0,1.04,1.07,5904.0,19.433,44.5235,1,0,-2.35,-0.14,-0.58,0.29,0.27,0,0,1,2016.0
26.81,2.5,1.72,4.3,5.910576,397.2,-21.11,47.15,0.0,0.81,0.76,5042.0,19.5127,37.835,1,0,-1.67,-0.11,1.45,0.31,0.41,0,0,1,2016.0
5.82,1.72,1.13,1.95,973.6772,1423.1,-25.87,1.85,0.0,0.96,0.93,5706.0,19.3229,52.0702,1,0,-2.41,-0.15,-0.79,0.28,0.27,0,0,1,2016.0
8.79,3.54,0.2,0.7,16.36165,512.4,-22.98,70.97,0.0,1.17,1.25,6179.0,19.5924,39.5198,1,0,-1.99,2.74,-0.38,0.23,0.26,0,0,1,2016.0
0.63,0.91,0.84,0.77,815.5964,1361.5,-24.27,2.42,0.0,1.07,1.04,5748.0,19.3706,49.943,1,0,-2.4,-0.18,-1.29,0.27,0.29,0,0,1,2016.0
23.62,2.43,1.65,4.0,100.1681,806.0,-24.14,3.91,0.0,0.73,0.69,4601.0,19.008,38.8664,1,0,-2.2,-0.11,0.39,0.31,0.25,0,0,1,2016.0
21.59,4.77,0.2,0.95,6.205973999999999,402.1,-22.57,160.13,0.0,1.21,1.32,6224.0,19.8276,46.0608,1,0,-1.68,3.31,0.32,0.21,0.31,0,0,1,2016.0
12.42,2.09,1.35,2.83,111.2723,827.4,-23.93,5.34,0.0,0.81,0.77,5048.0,19.3247,41.0407,1,0,-2.24,-0.13,-0.09,0.31,0.26,0,0,1,2016.0
4.77,1.64,1.09,1.78,485.2695,1195.8,-24.99,2.59,0.0,0.92,0.88,5477.0,19.2108,48.1652,2,0,-2.37,-0.15,-0.77,0.29,0.28,0,0,1,2016.0
4.89,1.65,1.1,1.8,185.7668,940.6,-23.96,5.32,0.0,0.92,0.88,5477.0,19.2108,48.1652,2,0,-2.31,-0.15,-0.64,0.29,0.28,0,0,1,2016.0
8.29,1.89,1.22,2.31,159.5441,905.5,-24.1,5.72,0.0,0.9,0.86,5442.0,19.493,43.8691,1,0,-2.3,-0.14,-0.38,0.3,0.27,0,0,1,2016.0
3.1,2.54,0.19,0.48,5.009428,381.1,-20.97,138.94,0.0,1.08,1.11,6021.0,19.1076,38.892,1,0,-1.59,2.41,-0.64,0.25,0.44,0,0,1,2016.0
1.49,1.18,0.92,1.08,651.6837,1287.2,-24.6,1.44,0.0,0.81,0.77,5079.0,19.6257,43.8255,1,0,-2.35,-0.17,-1.12,0.28,0.29,0,0,1,2016.0
4.34,2.82,0.19,0.55,2.887813,332.1,-20.59,175.14,0.0,1.03,1.03,5837.0,18.8897,45.2745,1,0,-1.32,2.48,-0.41,0.26,0.52,0,0,1,2016.0
3.77,2.7,0.19,0.52,1.775764,294.1,-19.97,133.3,0.0,0.84,0.8,5176.0,18.948,44.2685,1,0,-1.05,2.45,-0.4,0.27,0.62,0,0,1,2016.0
1.4,1.15,0.91,1.05,77.42004,755.7,-22.23,8.41,0.0,0.86,0.81,5282.0,18.9191,48.0296,1,0,-2.23,-0.17,-0.95,0.29,0.31,0,0,1,2016.0
0.36,0.76,0.81,0.62,367.2571,1115.3,-23.02,3.95,0.0,0.94,0.99,5564.0,19.0486,42.6545,4,0,-2.36,-0.18,-1.33,0.27,0.29,0,0,1,2016.0
0.22,0.65,0.78,0.51,556.7078,1237.5,-23.13,2.89,0.0,0.94,0.99,5564.0,19.0486,42.6545,4,0,-2.38,-0.19,-1.41,0.27,0.28,0,0,1,2016.0
0.56,0.87,0.84,0.73,210.7516,970.7,-22.72,5.99,0.0,0.94,0.99,5564.0,19.0486,42.6545,4,0,-2.33,-0.18,-1.23,0.27,0.3,0,0,1,2016.0
0.36,0.76,0.81,0.62,261.2439,1024.3,-22.65,5.1,0.0,0.94,0.99,5564.0,19.0486,42.6545,4,0,-2.34,-0.18,-1.32,0.27,0.29,0,0,1,2016.0
3.82,2.71,0.19,0.52,713.3554,1316.7,-26.52,6.97,0.0,1.39,1.65,6561.0,19.8083,47.037,1,0,-2.44,2.45,-1.1,0.22,0.22,0,0,1,2016.0
5.99,3.12,0.2,0.61,39.684940000000005,639.4,-23.68,19.6,0.0,0.95,0.93,5623.0,19.8389,41.5412,1,0,-2.16,2.58,-0.67,0.23,0.24,0,0,1,2016.0
3.52,2.64,0.19,0.5,3.7719440000000004,355.0,-20.74,124.83,0.0,0.99,0.97,5706.0,19.1647,46.0807,1,0,-1.47,2.43,-0.55,0.26,0.48,0,0,1,2016.0
3.57,2.65,0.19,0.51,63.684819999999995,719.7,-23.84,24.5,0.0,1.14,1.22,6136.0,19.719,39.9079,1,0,-2.24,2.44,-0.89,0.23,0.24,0,0,1,2016.0
1.4,1.15,0.91,1.05,195.0811,952.1,-23.24,4.24,0.0,0.85,0.81,5288.0,19.4613,39.0223,1,0,-2.3,-0.17,-1.04,0.28,0.3,0,0,1,2016.0
4.54,1.61,1.08,1.74,186.562,941.6,-23.92,8.11,0.0,1.04,1.06,5866.0,19.1757,45.7161,1,0,-2.34,-0.15,-0.67,0.29,0.28,0,0,1,2016.0
9.51,1.96,1.26,2.47,117.0242,837.9,-23.84,8.83,0.0,0.97,0.95,5608.0,19.2265,40.2132,1,0,-2.28,-0.14,-0.26,0.3,0.27,0,0,1,2016.0
3.69,1.52,1.04,1.59,713.1528,1316.6,-25.26,3.74,0.0,1.11,1.17,6099.0,19.5921,46.8389,1,0,-2.42,-0.15,-0.9,0.28,0.28,0,0,1,2016.0
0.25,0.68,0.79,0.54,210.6165,970.6,-22.18,3.5,0.0,0.83,0.79,5101.0,19.1213,46.9117,1,0,-2.29,-0.19,-1.35,0.27,0.29,0,0,1,2016.0
0.58,0.88,0.84,0.74,626.9588,1274.8,-23.93,3.03,0.0,1.02,1.02,5815.0,19.519,43.216,1,0,-2.4,-0.18,-1.29,0.27,0.29,0,0,1,2016.0
8.87,3.55,0.2,0.7,10.9017,462.9,-22.54,64.27,0.0,1.02,1.05,5760.0,19.6304,46.7436,1,0,-1.88,2.75,-0.31,0.23,0.29,0,0,1,2016.0
0.34,0.75,0.81,0.61,489.9437,1198.6,-23.3,3.43,0.0,1.0,0.99,5765.0,19.2382,51.4728,1,0,-2.39,-0.18,-1.35,0.27,0.29,0,0,1,2016.0
3.22,1.47,1.02,1.5,39.2832,637.8,-22.01,18.05,0.0,0.93,0.9,5528.0,19.3724,46.6427,1,0,-2.15,-0.16,-0.59,0.31,0.31,0,0,1,2016.0
1.54,1.19,0.92,1.1,502.9628,1206.5,-24.33,1.54,0.0,0.76,0.73,4940.0,19.8635,40.8068,1,0,-2.33,-0.17,-1.09,0.28,0.29,0,0,1,2016.0
3.92,2.73,0.19,0.52,2.598965,323.5,-20.41,153.98,0.0,0.95,0.93,5655.0,19.113,40.2918,1,0,-1.26,2.46,-0.44,0.26,0.55,0,0,1,2016.0
2.1,1.3,0.96,1.25,68.38081,732.6,-22.35,20.93,0.0,1.09,1.19,5956.0,19.2788,47.8734,1,0,-2.24,-0.16,-0.82,0.29,0.31,0,0,1,2016.0
5.27,1.68,1.11,1.87,606.7764,1264.5,-25.3,5.79,0.0,1.25,1.4,6319.0,19.4803,37.2212,1,0,-2.42,-0.15,-0.77,0.28,0.27,0,0,1,2016.0
1.07,1.06,0.89,0.94,23.509,561.0,-20.75,26.55,0.0,0.92,0.89,5550.0,19.9908,45.8274,1,0,-2.06,-0.17,-0.91,0.31,0.35,0,0,1,2016.0
0.71,0.94,0.85,0.8,221.7119,983.1,-22.93,5.5,0.0,0.97,0.95,5618.0,18.7932,46.7226,1,0,-2.33,-0.18,-1.19,0.28,0.3,0,0,1,2016.0
1.59,1.2,0.93,1.11,735.0218,1326.5,-24.77,2.62,0.0,1.01,1.0,5808.0,19.5326,49.485,1,0,-2.4,-0.17,-1.12,0.27,0.29,0,0,1,2016.0
2.04,1.29,0.96,1.23,239.2671,1002.0,-23.7,6.94,0.0,1.06,1.08,5892.0,19.4772,49.6378,1,0,-2.35,-0.16,-0.96,0.28,0.29,0,0,1,2016.0
2.17,1.31,0.96,1.26,606.6575,1264.4,-24.75,2.55,0.0,0.95,0.92,5667.0,19.5829,45.7616,1,0,-2.39,-0.16,-1.03,0.28,0.29,0,0,1,2016.0
0.99,1.04,0.88,0.92,227.5891,989.5,-23.18,6.98,0.0,1.05,1.06,5876.0,19.2716,40.366,1,0,-2.35,-0.17,-1.13,0.28,0.3,0,0,1,2016.0
1.31,1.13,0.91,1.02,72.64886,743.8,-22.12,6.31,0.0,0.78,0.74,4862.0,19.5304,47.5731,1,0,-2.19,-0.17,-0.97,0.29,0.31,0,0,1,2016.0
0.49,0.84,0.83,0.69,762.972,1339.0,-24.03,0.85,0.0,0.75,0.7,4584.0,19.5525,43.515,1,0,-2.31,-0.18,-1.33,0.27,0.29,0,0,1,2016.0
12.69,2.11,1.36,2.86,57.94941,702.9,-23.23,56.64,0.0,1.47,2.15,6228.0,19.0646,41.3636,1,0,-2.23,-0.13,0.06,0.31,0.27,0,0,1,2016.0
0.41,0.8,0.82,0.65,372.8468,1119.5,-23.13,6.28,0.0,1.12,1.23,6022.0,19.1581,39.6036,1,0,-2.39,-0.18,-1.31,0.27,0.29,0,0,1,2016.0
3.4,1.49,1.03,1.53,6.378271,404.9,-20.06,4.84,0.0,0.28,0.3,3208.0,19.2918,41.1586,1,0,-1.63,-0.15,-0.28,0.38,0.47,0,0,1,2016.0
0.17,0.6,0.78,0.47,104.5847,814.7,-21.15,9.33,0.0,0.94,0.91,5645.0,19.0925,47.0166,1,0,-2.28,-0.19,-1.37,0.27,0.28,0,0,1,2016.0
4.54,1.61,1.08,1.74,119.7036,842.7,-23.44,13.4,0.0,1.1,1.13,6069.0,19.1842,43.2744,1,0,-2.31,-0.15,-0.61,0.29,0.29,0,0,1,2016.0
6.72,1.79,1.17,2.09,346.9967,1099.6,-24.83,3.58,0.0,0.94,0.91,5538.0,19.7439,44.5631,1,0,-2.35,-0.14,-0.6,0.29,0.27,0,0,1,2016.0
3.69,1.52,1.04,1.59,286.2322,1047.9,-24.26,15.6,0.0,1.45,1.75,6681.0,19.8802,44.9258,1,0,-2.39,-0.15,-0.8,0.28,0.28,0,0,1,2016.0
2.3,1.33,0.97,1.29,206.7898,966.1,-23.62,9.41,0.0,1.08,1.22,5933.0,19.5118,49.6639,1,0,-2.35,-0.16,-0.91,0.28,0.29,0,0,1,2016.0
0.36,0.76,0.81,0.62,173.2397,924.3,-22.2,7.85,0.0,0.96,0.99,5817.0,19.2155,48.0022,1,0,-2.33,-0.18,-1.29,0.27,0.29,0,0,1,2016.0
1.35,1.14,0.91,1.04,263.4486,1026.4,-23.54,7.62,0.0,1.11,1.16,6053.0,19.4272,48.0179,1,0,-2.37,-0.17,-1.07,0.28,0.3,0,0,1,2016.0
1.92,1.27,0.95,1.2,245.4797,1008.4,-23.69,8.19,0.0,1.1,1.16,6082.0,19.7678,44.6086,1,0,-2.36,-0.16,-0.98,0.28,0.29,0,0,1,2016.0
1.07,1.06,0.89,0.94,867.2938,1382.6,-24.69,2.72,0.0,1.06,1.08,5946.0,19.5749,47.9619,1,0,-2.42,-0.17,-1.21,0.27,0.29,0,0,1,2016.0
1.75,1.23,0.94,1.15,163.0962,910.4,-23.19,4.56,0.0,0.84,0.8,5203.0,19.0482,43.0095,1,0,-2.29,-0.16,-0.97,0.29,0.3,0,0,1,2016.0
8.48,1.9,1.23,2.34,8.096533,429.8,-20.86,66.37,0.0,0.95,0.92,5706.0,19.0372,49.3301,1,0,-1.78,-0.14,0.24,0.36,0.41,0,0,1,2016.0
0.74,0.95,0.86,0.81,467.7715,1184.8,-23.77,4.34,0.0,1.07,1.09,5940.0,19.2313,46.7837,1,0,-2.39,-0.18,-1.24,0.27,0.3,0,0,1,2016.0
4.65,1.62,1.09,1.76,4.2103150000000005,364.9,-19.8,122.36,0.0,0.99,0.99,5767.0,19.0814,41.1513,1,0,-1.52,-0.15,-0.02,0.4,0.53,0,0,1,2016.0
2.37,1.34,0.97,1.31,238.6422,1001.3,-23.79,11.18,0.0,1.22,1.36,6296.0,19.5721,40.4275,1,0,-2.37,-0.16,-0.92,0.28,0.29,0,0,1,2016.0
1.11,1.08,0.89,0.96,3.581064,350.5,-18.72,85.76,0.0,0.86,0.82,5280.0,19.1423,47.4886,1,0,-1.45,-0.17,-0.68,0.38,0.6,0,0,1,2016.0
0.66,0.92,0.85,0.78,134.8889,868.2,-22.34,13.65,0.0,1.14,1.21,6116.0,19.7373,42.6561,1,0,-2.32,-0.18,-1.18,0.28,0.3,0,0,1,2016.0
5.82,1.72,1.13,1.95,21.80434,550.5,-21.73,16.47,0.0,0.75,0.72,4992.0,19.7042,39.4176,1,0,-2.02,-0.15,-0.22,0.33,0.33,0,0,1,2016.0
15.76,2.22,1.45,3.21,8.623629,436.6,-21.26,114.34,0.0,1.18,1.27,6132.0,19.3431,39.6658,1,0,-1.8,-0.12,0.74,0.34,0.38,0,0,1,2016.0
4.54,1.61,1.08,1.74,88.61336999999999,781.7,-23.11,8.7,0.0,0.91,0.87,5383.0,19.727,45.4054,1,0,-2.25,-0.15,-0.57,0.3,0.29,0,0,1,2016.0
0.43,0.81,0.82,0.66,232.8275,995.2,-22.65,5.18,0.0,0.94,0.93,5605.0,19.7675,49.7278,1,0,-2.34,-0.18,-1.28,0.27,0.29,0,0,1,2016.0
0.96,1.03,0.88,0.9,349.3337,1101.4,-23.63,3.92,0.0,0.96,0.94,5643.0,19.4167,45.6551,1,0,-2.36,-0.17,-1.17,0.27,0.3,0,0,1,2016.0
3.4,1.49,1.03,1.53,174.6624,926.2,-23.68,3.95,0.0,0.79,0.76,5121.0,18.9914,49.7759,1,0,-2.28,-0.15,-0.77,0.29,0.29,0,0,1,2016.0
11.62,2.06,1.33,2.74,17.40456,520.4,-21.87,47.31,0.0,1.04,1.05,5865.0,19.0906,42.2275,1,0,-2.01,-0.13,0.28,0.33,0.32,0,0,1,2016.0
0.92,1.02,0.87,0.89,446.6963,1171.2,-23.87,6.76,0.0,1.21,1.34,6266.0,19.1029,45.3049,1,0,-2.41,-0.17,-1.19,0.27,0.3,0,0,1,2016.0
1.59,1.2,0.93,1.11,55.432219999999994,695.2,-21.95,27.48,0.0,1.15,1.22,6167.0,19.1958,46.4185,1,0,-2.22,-0.17,-0.88,0.29,0.31,0,0,1,2016.0
1.86,1.25,0.94,1.18,872.7726,1384.7,-25.06,6.11,0.0,1.41,1.65,6620.0,19.6784,45.9309,1,0,-2.45,-0.16,-1.1,0.27,0.29,0,0,1,2016.0
0.36,0.76,0.81,0.62,40.54942,642.9,-20.62,23.62,0.0,1.0,1.0,5852.0,19.0469,44.422,1,0,-2.17,-0.18,-1.21,0.29,0.32,0,0,1,2016.0
4.54,1.61,1.08,1.74,9.74613,450.1,-20.7,101.95,0.0,1.15,1.23,6157.0,19.8181,46.9284,1,0,-1.84,-0.15,-0.2,0.35,0.4,0,0,1,2016.0
14.15,2.16,1.4,3.03,11.32312,467.3,-21.5,92.26,0.0,1.15,1.24,6158.0,19.8392,43.8412,1,0,-1.89,-0.13,0.56,0.34,0.35,0,0,1,2016.0
3.22,1.47,1.02,1.5,316.0836,1074.2,-24.29,10.81,0.0,1.31,1.5,6436.0,19.8219,47.8155,1,0,-2.39,-0.16,-0.86,0.28,0.28,0,0,1,2016.0
2.17,1.31,0.96,1.26,365.0538,1113.6,-24.2,4.36,0.0,1.0,1.0,5772.0,19.6055,39.5561,1,0,-2.37,-0.16,-0.98,0.28,0.29,0,0,1,2016.0
36.85,5.7,0.2,1.13,29.349490000000003,593.0,-24.66,3.29,0.0,0.5,0.47,3636.0,19.5053,37.3764,1,0,-1.98,3.78,0.29,0.19,0.17,0,0,1,2016.0
9.94,3.68,0.2,0.73,114.6577,833.7,-25.19,7.2,0.0,0.87,0.84,5445.0,18.9371,41.5767,1,0,-2.27,2.8,-0.63,0.21,0.2,0,0,1,2016.0
0.37,0.77,0.81,0.63,434.1461,1162.9,-23.24,3.88,0.0,1.01,1.01,5776.0,18.6804,43.7743,1,0,-2.38,-0.18,-1.33,0.27,0.29,0,0,1,2016.0
2.37,1.34,0.97,1.31,342.662,1096.1,-24.19,4.1,0.0,0.97,0.95,5679.0,19.6422,43.8077,1,0,-2.36,-0.16,-0.95,0.28,0.29,0,0,1,2016.0
0.58,0.88,0.84,0.74,241.9549,1004.8,-22.89,6.11,0.0,1.02,1.02,5789.0,18.8158,48.1543,1,0,-2.35,-0.18,-1.24,0.27,0.3,0,0,1,2016.0
3.24,2.58,0.19,0.49,204.2065,963.1,-25.04,9.88,0.0,1.12,1.18,6150.0,18.8712,48.8021,1,0,-2.35,2.42,-1.03,0.22,0.23,0,0,1,2016.0
22.2,4.82,0.2,0.96,438.61,1165.9,-27.24,7.58,0.0,1.27,1.43,6324.0,19.6372,40.8505,1,0,-2.41,3.33,-0.51,0.19,0.16,0,0,1,2016.0
5.85,3.1,0.2,0.61,83.00010999999999,769.0,-24.46,19.67,0.0,1.12,1.19,6152.0,19.7573,41.5745,2,0,-2.27,2.57,-0.77,0.22,0.22,0,0,1,2016.0
4.98,2.95,0.19,0.57,42.22592,649.4,-23.61,32.66,0.0,1.12,1.19,6152.0,19.7573,41.5745,2,0,-2.18,2.52,-0.74,0.23,0.24,0,0,1,2016.0
6.39,3.19,0.2,0.63,52.68974,686.4,-24.03,12.21,0.0,0.88,0.84,5355.0,19.8141,43.6437,2,0,-2.18,2.61,-0.69,0.22,0.23,0,0,1,2016.0
3.57,2.65,0.19,0.51,118.3758,840.4,-24.51,6.65,0.0,0.88,0.84,5355.0,19.8141,43.6437,2,0,-2.27,2.44,-0.96,0.22,0.23,0,0,1,2016.0
18.31,2.3,1.51,3.47,189.0651,944.7,-24.71,5.34,0.0,0.92,0.88,5508.0,20.0287,44.751,1,0,-2.32,-0.12,0.05,0.3,0.25,0,0,1,2016.0
8.1,1.88,1.22,2.29,29.39583,593.2,-22.24,21.09,0.0,0.89,0.86,5499.0,19.0317,48.0349,1,0,-2.1,-0.14,-0.08,0.32,0.3,0,0,1,2016.0
6.56,1.78,1.16,2.07,67.10299,729.2,-23.02,16.18,0.0,1.02,1.02,5812.0,19.832,48.4186,1,0,-2.24,-0.14,-0.36,0.31,0.29,0,0,1,2016.0
1.75,1.23,0.94,1.15,6.568213,407.9,-19.68,4.49,0.0,0.24,0.26,3299.0,19.1684,42.9129,1,0,-1.65,-0.16,-0.59,0.36,0.47,0,0,1,2016.0
0.34,0.75,0.81,0.61,54.03175,690.7,-20.9,1.54,0.0,0.33,0.34,3410.0,19.8486,42.8669,1,0,-2.04,-0.18,-1.23,0.3,0.31,0,0,1,2017.0
41.43,5.92,0.2,1.18,20.20508,540.1,-24.33,49.77,0.0,1.03,1.27,5619.0,18.9517,41.535,1,0,-2.03,3.9,0.47,0.18,0.19,0,0,1,2011.0
,,,,,,,,0.0,0.95,1.45,5359.0,19.6944,45.9036,1,0,,,,,,0,0,1,2015.0
14.75,4.2,0.2,0.84,59.8363,708.6,-24.77,20.74,0.0,0.98,1.03,6065.0,19.803,46.3287,1,0,-2.23,3.04,-0.37,0.21,0.19,0,0,1,2016.0
