P. Name,P. Zone Class,P. Mass Class,P. Composition Class,P. Atmosphere Class,P. Habitable Class,P. Mass (EU),P. Radius (EU),P. Density (EU),P. Gravity (EU),P. SFlux Mean (EU),P. Teq Mean (K),P. Mag,P. Period (days),P. Sem Major Axis (AU),P. Eccentricity,S. Mass (SU),S. Radius (SU),S. Teff (K),S. RA (hrs),S. DEC (deg),S. No. Planets,S. No. Planets HZ,P. HZD,P. HZC,P. HZA,P. HZI,P. ESI,P. Habitable,P. Hab Moon,P. Confirmed,P. Disc. Method,P. Disc. Year
Kepler-740 b,Hot,Neptunian,gas,metals-rich,non-habitable,18.98,4.57,0.2,0.91,301.1606,1061.3,-26.72,3.58,0.0444,0.0,0.91,0.87,5438.0,19.0988,46.6925,1,0,-2.34,3.21,-0.52,0.2,0.16,0,0,1,Transit,2016.0
Kepler-741 b,Hot,Neptunian,gas,metals-rich,non-habitable,5.1,2.97,0.19,0.58,341.4161,1095.1,-25.91,7.04,0.0755,0.0,1.16,1.24,6129.0,19.2954,46.6175,1,0,-2.39,2.53,-0.96,0.22,0.21,0,0,1,Transit,2016.0
Kepler-742 b,Hot,Neptunian,gas,metals-rich,non-habitable,6.68,3.24,0.2,0.64,38.81477,635.9,-23.73,8.36,0.0736,0.0,0.76,0.71,4642.0,18.9244,46.7896,1,0,-2.1,2.62,-0.63,0.23,0.23,0,0,1,Transit,2016.0
Kepler-743 b,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,1.65,1.21,0.93,1.12,341.8834,1095.5,-23.95,3.18,0.0414,0.0,0.94,0.85,5486.0,19.7049,42.8064,1,0,-2.35,-0.17,-1.05,0.28,0.29,0,0,1,Transit,2016.0
Kepler-744 b,Hot,Superterran,rocky-iron,metals-rich,non-habitable,4.65,1.62,1.09,1.76,74.77184,749.2,-22.94,12.06,0.1008,0.0,0.94,0.93,5594.0,19.7664,47.1829,1,0,-2.24,-0.15,-0.53,0.3,0.29,0,0,1,Transit,2016.0
Kepler-745 b,Hot,Superterran,rocky-iron,metals-rich,non-habitable,14.15,2.16,1.4,3.03,135.3814,869.0,-24.21,9.93,0.0916,0.0,1.04,1.04,5849.0,19.4333,37.0593,1,0,-2.31,-0.13,-0.05,0.3,0.26,0,0,1,Transit,2016.0
Kepler-746 b,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,1.23,1.11,0.9,1.0,352.4746,1103.9,-23.8,3.48,0.0436,0.0,0.91,0.93,5418.0,19.3788,37.3551,1,0,-2.35,-0.17,-1.12,0.28,0.3,0,0,1,Transit,2016.0
Kepler-747 b,Hot,Neptunian,gas,metals-rich,non-habitable,28.98,5.26,0.2,1.05,9.365882000000001,445.7,-23.24,35.62,0.1983,0.0,0.82,0.78,5096.0,19.2278,41.0298,1,0,-1.82,3.56,0.42,0.2,0.25,0,0,1,Transit,2016.0
Kepler-748 b,Hot,Superterran,gas,no-atmosphere,non-habitable,3.02,2.52,0.19,0.48,232.7558,995.1,-25.14,7.41,0.076,0.0,1.07,1.1,5934.0,19.4842,37.237,1,0,-2.35,2.4,-1.06,0.22,0.24,0,0,1,Transit,2016.0
Kepler-749 b,Hot,Neptunian,gas,metals-rich,non-habitable,5.85,3.1,0.2,0.61,21.674220000000002,549.7,-23.0,17.32,0.1211,0.0,0.79,0.75,5009.0,19.9931,43.9039,1,0,-2.02,2.57,-0.6,0.23,0.26,0,0,1,Transit,2016.0
Kepler-750 b,Hot,Neptunian,gas,metals-rich,non-habitable,5.66,3.07,0.2,0.6,233.485,995.9,-25.57,9.43,0.0915,0.0,1.15,1.23,6160.0,19.2731,44.0044,2,0,-2.36,2.56,-0.9,0.22,0.21,0,0,1,Transit,2016.0
Kepler-750 c,Hot,Superterran,rocky-iron,metals-rich,non-habitable,4.65,1.62,1.09,1.76,711.2963,1315.7,-25.4,4.09,0.0524,0.0,1.15,1.23,6160.0,19.2731,44.0044,2,0,-2.42,-0.15,-0.83,0.28,0.28,0,0,1,Transit,2016.0
Kepler-751 b,Hot,Superterran,rocky-iron,metals-rich,non-habitable,24.64,2.45,1.67,4.09,33.77377,614.2,-22.97,17.44,0.1256,0.0,0.87,0.84,5387.0,19.6563,44.0777,1,0,-2.12,-0.11,0.74,0.31,0.27,0,0,1,Transit,2016.0
Kepler-752 b,Hot,Neptunian,gas,metals-rich,non-habitable,4.29,2.81,0.19,0.54,29.4776,593.6,-23.12,18.83,0.1322,0.0,0.87,0.83,5373.0,19.4845,37.9557,1,0,-2.1,2.48,-0.75,0.23,0.26,0,0,1,Transit,2016.0
Kepler-753 b,Hot,Superterran,rocky-iron,metals-rich,non-habitable,8.48,1.9,1.23,2.34,44.36656,657.5,-22.72,5.75,0.0552,0.0,0.68,0.65,4346.0,19.4602,37.9023,1,0,-2.09,-0.14,-0.14,0.32,0.29,0,0,1,Transit,2016.0
Kepler-754 b,Hot,Superterran,rocky-iron,metals-rich,non-habitable,10.4,2.0,1.29,2.59,91.76219,788.5,-23.62,14.56,0.119,0.0,1.06,1.08,5935.0,19.5503,37.8462,1,0,-2.28,-0.13,-0.16,0.3,0.27,0,0,1,Transit,2016.0
Kepler-755 b,Hot,Superterran,rocky-iron,metals-rich,non-habitable,6.25,1.76,1.15,2.02,746.5786,1331.7,-25.62,1.27,0.0215,0.0,0.82,0.77,5043.0,19.7907,41.0973,2,0,-2.35,-0.14,-0.73,0.29,0.27,0,0,1,Transit,2016.0
Kepler-755 c,Hot,Terran,rocky-iron,metals-rich,non-habitable,1.86,1.25,0.94,1.18,253.495,1016.6,-23.71,2.85,0.0368,0.0,0.82,0.77,5043.0,19.7907,41.0973,2,0,-2.3,-0.16,-0.99,0.28,0.29,0,0,1,Transit,2016.0
Kepler-756 b,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,1.27,1.12,0.9,1.01,991.5723,1429.6,-24.95,1.22,0.021,0.0,0.82,0.79,5282.0,19.3739,41.2011,1,0,-2.38,-0.17,-1.19,0.27,0.29,0,0,1,Transit,2016.0
Kepler-757 b,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,2.44,1.36,0.98,1.33,3609.218,1974.7,-26.77,1.02,0.0204,0.0,1.08,1.13,6014.0,19.7787,41.3865,1,0,-2.46,-0.16,-1.15,0.27,0.29,0,0,1,Transit,2016.0
Kepler-758 b,Hot,Superterran,rocky-iron,metals-rich,non-habitable,25.7,2.48,1.69,4.19,231.5749,993.8,-25.09,12.11,0.1084,0.0,1.16,1.42,6228.0,19.539,41.1354,4,0,-2.37,-0.11,0.25,0.3,0.24,0,0,1,Transit,2016.0
Kepler-758 c,Hot,Superterran,rocky-iron,metals-rich,non-habitable,5.4,1.69,1.12,1.89,804.7195,1356.9,-25.62,4.76,0.0582,0.0,1.16,1.42,6228.0,19.539,41.1354,4,0,-2.43,-0.15,-0.79,0.28,0.27,0,0,1,Transit,2016.0
Kepler-758 d,Hot,Superterran,rocky-iron,metals-rich,non-habitable,12.97,2.12,1.37,2.9,114.8048,833.9,-23.98,20.5,0.154,0.0,1.16,1.42,6228.0,19.539,41.1354,4,0,-2.31,-0.13,-0.07,0.3,0.26,0,0,1,Transit,2016.0
Kepler-758 e,Hot,Terran,rocky-iron,metals-rich,non-habitable,3.69,1.52,1.04,1.59,389.8634,1132.1,-24.6,8.19,0.0836,0.0,1.16,1.42,6228.0,19.539,41.1354,4,0,-2.4,-0.15,-0.84,0.28,0.28,0,0,1,Transit,2016.0
Kepler-759 b,Hot,Superterran,rocky-iron,metals-rich,non-habitable,17.55,2.27,1.49,3.39,20.06878,539.2,-22.24,41.81,0.2388,0.0,1.04,1.04,5860.0,19.3421,41.3815,1,0,-2.04,-0.12,0.58,0.32,0.3,0,0,1,Transit,2016.0
Kepler-760 b,Hot,Neptunian,gas,metals-rich,non-habitable,5.59,3.06,0.2,0.6,81.99297,766.6,-24.42,8.7,0.0796,0.0,0.89,0.85,5322.0,19.1729,44.1794,2,0,-2.23,2.56,-0.79,0.22,0.22,0,0,1,Transit,2016.0
Kepler-760 c,Hot,Terran,rocky-iron,metals-rich,non-habitable,3.31,1.48,1.02,1.52,440.4148,1167.1,-24.67,2.47,0.0344,0.0,0.89,0.85,5322.0,19.1729,44.1794,2,0,-2.35,-0.16,-0.88,0.28,0.28,0,0,1,Transit,2016.0
Kepler-761 b,Hot,Superterran,rocky-iron,metals-rich,non-habitable,10.88,2.03,1.31,2.65,101.4644,808.6,-23.76,10.13,0.09,0.0,0.95,0.93,5706.0,19.3669,44.1436,1,0,-2.28,-0.13,-0.15,0.3,0.27,0,0,1,Transit,2016.0
Kepler-762 b,Hot,Jovian,,,non-habitable,,12.67,,,559.2719,1238.9,-29.62,3.77,0.0483,0.0,1.06,1.08,5944.0,19.4184,47.3295,1,0,-2.4,,,,0.07,0,0,1,Transit,2016.0
Kepler-763 b,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,1.7,1.22,0.93,1.14,944.5833,1412.4,-25.08,1.2,0.0208,0.0,0.84,0.8,5166.0,19.4763,47.1574,1,0,-2.37,-0.17,-1.12,0.28,0.29,0,0,1,Transit,2016.0
Kepler-764 b,Hot,Superterran,rocky-iron,metals-rich,non-habitable,4.77,1.64,1.09,1.78,131.2628,862.3,-23.57,7.34,0.0719,0.0,0.92,0.89,5557.0,19.8262,47.1646,1,0,-2.29,-0.15,-0.61,0.3,0.28,0,0,1,Transit,2016.0
Kepler-765 b,Hot,Superterran,rocky-iron,metals-rich,non-habitable,23.62,2.43,1.65,4.0,36.93801,628.1,-23.05,27.67,0.1819,0.0,1.05,1.06,5901.0,18.879,47.1557,1,0,-2.16,-0.11,0.68,0.31,0.27,0,0,1,Transit,2016.0
Kepler-766 b,Hot,Neptunian,gas,metals-rich,non-habitable,7.65,3.38,0.2,0.67,336.3765,1091.1,-26.18,6.1,0.0674,0.0,1.1,1.15,5992.0,19.5456,37.9699,1,0,-2.38,2.68,-0.85,0.21,0.2,0,0,1,Transit,2016.0
Kepler-767 b,Hot,Jovian,gas,hydrogen-rich,non-habitable,58.73,6.63,0.2,1.34,2.54264,321.7,-22.32,161.53,0.5725,0.0,0.96,0.94,5694.0,19.4386,38.0358,1,0,-1.25,4.27,1.48,0.18,0.39,0,0,1,Transit,2016.0
Kepler-768 b,Hot,Superterran,rocky-iron,metals-rich,non-habitable,6.72,1.79,1.17,2.09,43.22865,653.3,-22.56,11.39,0.0927,0.0,0.82,0.78,5108.0,19.6077,38.3935,1,0,-2.14,-0.14,-0.27,0.32,0.3,0,0,1,Transit,2016.0
Kepler-769 b,Hot,Neptunian,gas,metals-rich,non-habitable,4.86,2.92,0.19,0.57,345.5828,1098.5,-25.89,7.43,0.0789,0.0,1.19,1.28,6186.0,19.5142,38.3582,2,0,-2.39,2.51,-0.98,0.22,0.22,0,0,1,Transit,2016.0
Kepler-769 c,Hot,Superterran,rocky-iron,metals-rich,non-habitable,6.72,1.79,1.17,2.09,124.3204,850.7,-23.71,15.99,0.1316,0.0,1.19,1.28,6186.0,19.5142,38.3582,2,0,-2.32,-0.14,-0.45,0.3,0.28,0,0,1,Transit,2016.0
Kepler-770 b,Hot,Superterran,rocky-iron,metals-rich,non-habitable,18.31,2.3,1.51,3.47,40.249990000000004,641.7,-23.02,18.93,0.1361,0.0,0.94,0.92,5598.0,19.0994,38.3749,3,0,-2.16,-0.12,0.43,0.31,0.27,0,0,1,Transit,2016.0
Kepler-770 c,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,1.59,1.2,0.93,1.11,1208.677,1502.2,-25.31,1.48,0.0248,0.0,0.94,0.92,5598.0,19.0994,38.3749,3,0,-2.41,-0.17,-1.15,0.27,0.29,0,0,1,Transit,2016.0
Kepler-770 d,Hot,Terran,rocky-iron,metals-rich,non-habitable,2.73,1.4,0.99,1.39,304.1496,1063.9,-24.15,4.15,0.0495,0.0,0.94,0.92,5598.0,19.0994,38.3749,3,0,-2.35,-0.16,-0.9,0.28,0.29,0,0,1,Transit,2016.0
Kepler-771 b,Hot,Superterran,rocky-iron,metals-rich,non-habitable,7.04,1.81,1.18,2.14,171.3394,921.7,-24.08,8.73,0.0838,0.0,1.03,1.05,5906.0,19.1629,38.0884,1,0,-2.33,-0.14,-0.47,0.3,0.27,0,0,1,Transit,2016.0
Kepler-772 b,Hot,Superterran,rocky-iron,metals-rich,non-habitable,7.04,1.81,1.18,2.14,102.1462,809.9,-23.52,12.99,0.1074,0.0,0.98,1.11,5714.0,19.4282,38.2166,1,0,-2.28,-0.14,-0.39,0.3,0.28,0,0,1,Transit,2016.0
Kepler-773 b,Hot,Terran,rocky-iron,metals-rich,non-habitable,2.97,1.43,1.01,1.44,468.3228,1185.2,-24.67,3.75,0.0478,0.0,1.04,1.01,5850.0,19.3923,38.0576,1,0,-2.39,-0.16,-0.92,0.28,0.28,0,0,1,Transit,2016.0
Kepler-774 b,Hot,Neptunian,gas,metals-rich,non-habitable,6.26,3.17,0.2,0.62,690.5832,1306.0,-26.82,11.09,0.1131,0.0,1.57,2.42,6403.0,19.4021,38.212,1,0,-2.43,2.6,-0.98,0.21,0.2,0,0,1,Transit,2016.0
Kepler-775 b,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,1.54,1.19,0.92,1.1,1616.6770000000001,1615.5,-25.61,0.97,0.0187,0.0,0.92,0.84,5468.0,19.4289,41.7034,1,0,-2.4,-0.17,-1.18,0.27,0.29,0,0,1,Transit,2016.0
Kepler-776 b,Hot,Terran,rocky-iron,metals-rich,non-habitable,1.98,1.28,0.95,1.21,128.367,857.5,-23.0,4.9,0.053,0.0,0.83,0.78,5071.0,19.1515,41.6356,1,0,-2.26,-0.16,-0.91,0.29,0.3,0,0,1,Transit,2016.0
Kepler-777 b,Hot,Terran,rocky-iron,metals-rich,non-habitable,3.22,1.47,1.02,1.5,27.54818,583.7,-21.63,5.73,0.0522,0.0,0.58,0.56,4043.0,18.8483,44.3465,1,0,-2.0,-0.16,-0.54,0.32,0.33,0,0,1,Transit,2016.0
Kepler-778 b,Hot,Superterran,rocky-iron,metals-rich,non-habitable,5.27,1.68,1.11,1.87,185.5934,940.3,-24.0,3.76,0.0441,0.0,0.81,0.77,5102.0,19.1652,44.2375,1,0,-2.29,-0.15,-0.61,0.3,0.28,0,0,1,Transit,2016.0
Kepler-779 b,Hot,Terran,rocky-iron,metals-rich,non-habitable,0.66,0.92,0.85,0.78,11.68929,471.1,-19.67,7.1,0.0558,0.0,0.46,0.44,3804.0,19.0419,44.3109,1,0,-1.82,-0.18,-0.98,0.33,0.4,0,0,1,Transit,2016.0
Kepler-780 b,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,0.58,0.88,0.84,0.74,4509.759,2087.8,-26.09,0.68,0.0151,0.0,1.01,1.02,5769.0,18.7844,44.2925,1,0,-2.45,-0.18,-1.39,0.26,0.29,0,0,1,Transit,2016.0
Kepler-781 b,Hot,Neptunian,gas,metals-rich,non-habitable,4.68,2.89,0.19,0.56,37.29291,629.6,-23.44,13.21,0.1019,0.0,0.81,0.78,5162.0,19.1769,47.4148,1,0,-2.13,2.5,-0.75,0.23,0.25,0,0,1,Transit,2016.0
Kepler-782 b,Hot,Neptunian,gas,metals-rich,non-habitable,6.46,3.2,0.2,0.63,3.341782,344.5,-21.03,158.69,0.5697,0.0,0.98,1.01,5867.0,19.2579,47.7594,1,0,-1.4,2.61,-0.25,0.25,0.47,0,0,1,Transit,2016.0
Kepler-783 b,Hot,Subterran,rocky-iron,no-atmosphere,non-habitable,0.39,0.78,0.81,0.64,259.4774,1022.5,-22.71,4.29,0.0504,0.0,0.93,0.89,5521.0,19.4042,47.4848,1,0,-2.34,-0.18,-1.3,0.27,0.29,0,0,1,Transit,2016.0
Kepler-784 b,Hot,Superterran,rocky-iron,metals-rich,non-habitable,4.2,1.58,1.07,1.68,42.37746,650.0,-22.26,31.59,0.1955,0.0,1.0,1.32,5674.0,19.728,47.4486,1,0,-2.17,-0.15,-0.49,0.31,0.31,0,0,1,Transit,2016.0
Kepler-785 b,Hot,Jovian,,,non-habitable,,13.01,,,286.4713,1048.1,-28.94,1.97,0.0282,0.0,0.77,0.71,4739.0,19.4712,38.8423,1,0,-2.28,,,,0.07,0,0,1,Transit,2016.0
Kepler-786 b,Hot,Superterran,rocky-iron,hydrogen-rich,non-habitable,23.62,2.43,1.65,4.0,4.010683,360.5,-20.63,53.53,0.2591,0.0,0.81,0.74,4838.0,19.5829,38.9393,1,0,-1.51,-0.11,1.44,0.32,0.48,0,0,1,Transit,2016.0
Kepler-787 b,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,1.98,1.28,0.95,1.21,431.7101,1161.3,-24.33,0.93,0.0161,0.0,0.65,0.62,4248.0,19.4462,38.5729,1,0,-2.25,-0.16,-1.02,0.29,0.29,0,0,1,Transit,2016.0
Kepler-788 b,Hot,Superterran,gas,no-atmosphere,non-habitable,3.1,2.54,0.19,0.48,270.697,1033.4,-25.32,8.4,0.0849,0.0,1.16,1.23,6159.0,19.3334,38.5399,1,0,-2.37,2.41,-1.06,0.22,0.23,0,0,1,Transit,2016.0
Kepler-789 b,Hot,Superterran,rocky-iron,metals-rich,non-habitable,12.97,2.12,1.37,2.9,162.2406,909.3,-24.36,8.64,0.0826,0.0,1.01,1.02,5870.0,19.7317,38.9467,1,0,-2.33,-0.13,-0.14,0.3,0.26,0,0,1,Transit,2016.0
Kepler-790 b,Hot,Superterran,rocky-iron,metals-rich,non-habitable,14.46,2.17,1.41,3.06,37.68104,631.2,-22.83,13.73,0.1059,0.0,0.84,0.8,5208.0,19.1278,38.8722,1,0,-2.13,-0.13,0.26,0.32,0.28,0,0,1,Transit,2016.0
Kepler-791 b,Hot,Neptunian,gas,metals-rich,non-habitable,5.53,3.05,0.2,0.6,198.6096,956.4,-25.38,14.55,0.1273,0.0,1.3,1.47,6383.0,19.5731,39.0295,1,0,-2.36,2.55,-0.89,0.22,0.21,0,0,1,Transit,2016.0
Kepler-792 b,Hot,Superterran,rocky-iron,metals-rich,non-habitable,9.51,1.96,1.26,2.47,139.1164,875.0,-24.03,11.3,0.1014,0.0,1.09,1.12,5971.0,19.4671,38.8207,1,0,-2.32,-0.14,-0.29,0.3,0.27,0,0,1,Transit,2016.0
Kepler-793 b,Hot,Terran,rocky-iron,metals-rich,non-habitable,2.51,1.37,0.98,1.34,354.5896,1105.5,-24.26,4.24,0.0509,0.0,0.98,0.97,5745.0,19.6811,38.7743,1,0,-2.37,-0.16,-0.94,0.28,0.29,0,0,1,Transit,2016.0
Kepler-794 b,Hot,Superterran,rocky-iron,metals-rich,non-habitable,12.69,2.11,1.36,2.86,185.8772,940.7,-24.5,11.13,0.1034,0.0,1.19,1.38,5839.0,19.2089,38.9969,1,0,-2.33,-0.13,-0.18,0.3,0.26,0,0,1,Transit,2016.0
Kepler-795 b,Hot,Superterran,rocky-iron,metals-rich,non-habitable,5.27,1.68,1.11,1.87,24.69275,567.9,-21.8,29.62,0.1835,0.0,0.94,0.96,5631.0,19.4013,38.5456,1,0,-2.08,-0.15,-0.29,0.32,0.32,0,0,1,Transit,2016.0
Kepler-796 b,Hot,Terran,rocky-iron,metals-rich,non-habitable,2.1,1.3,0.96,1.25,220.9458,982.2,-23.63,6.4,0.0658,0.0,0.93,1.09,5475.0,19.1539,39.1447,1,0,-2.32,-0.16,-0.94,0.28,0.29,0,0,1,Transit,2016.0
Kepler-797 b,Hot,Superterran,rocky-iron,metals-rich,non-habitable,14.46,2.17,1.41,3.06,27.82885,585.2,-22.5,27.07,0.174,0.0,0.96,0.95,5680.0,19.8139,41.7817,1,0,-2.1,-0.13,0.33,0.32,0.29,0,0,1,Transit,2016.0
Kepler-798 b,Hot,Superterran,rocky-iron,metals-rich,non-habitable,21.7,2.39,1.6,3.81,158.6791,904.2,-24.6,13.72,0.1188,0.0,1.19,1.29,6224.0,19.4985,42.1423,1,0,-2.34,-0.12,0.21,0.3,0.24,0,0,1,Transit,2016.0
Kepler-799 b,Hot,Jovian,gas,hydrogen-rich,non-habitable,65.95,6.88,0.2,1.39,3.203191,340.8,-22.65,133.46,0.5023,0.0,0.95,0.93,5681.0,19.145,44.8786,1,0,-1.38,4.41,1.51,0.17,0.36,0,0,1,Transit,2016.0
Kepler-800 b,Hot,Neptunian,gas,metals-rich,non-habitable,4.45,2.84,0.19,0.55,41.01763,644.7,-23.51,14.13,0.1083,0.0,0.85,0.82,5315.0,19.105,44.7952,1,0,-2.15,2.49,-0.78,0.23,0.25,0,0,1,Transit,2016.0
Kepler-801 b,Hot,Superterran,rocky-iron,metals-rich,non-habitable,10.17,1.99,1.28,2.56,18.276429999999998,526.8,-21.85,11.42,0.0868,0.0,0.67,0.63,4435.0,19.0717,44.6646,1,0,-1.96,-0.13,0.17,0.34,0.32,0,0,1,Transit,2016.0
Kepler-802 b,Hot,Neptunian,gas,metals-rich,non-habitable,8.79,3.54,0.2,0.7,13.368960000000001,487.2,-22.76,40.06,0.2236,0.0,0.93,0.9,5507.0,19.0677,45.0078,1,0,-1.93,2.74,-0.35,0.23,0.27,0,0,1,Transit,2016.0
Kepler-803 b,Hot,Neptunian,gas,metals-rich,non-habitable,10.78,3.79,0.2,0.75,18.817989999999998,530.6,-23.28,50.29,0.2709,0.0,1.05,1.12,5919.0,19.9481,44.6939,1,0,-2.02,2.85,-0.31,0.22,0.24,0,0,1,Transit,2016.0
Kepler-804 b,Hot,Superterran,rocky-iron,metals-rich,non-habitable,9.09,1.94,1.25,2.42,84.08232,771.5,-23.45,14.37,0.1161,0.0,1.01,1.05,5817.0,19.5582,44.7851,2,0,-2.26,-0.14,-0.22,0.31,0.27,0,0,1,Transit,2016.0
Kepler-804 c,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,1.35,1.14,0.91,1.04,143.0048,881.0,-22.88,9.65,0.089,0.0,1.01,1.05,5817.0,19.5582,44.7851,2,0,-2.31,-0.17,-1.02,0.28,0.3,0,0,1,Transit,2016.0
Kepler-805 b,Hot,Neptunian,gas,metals-rich,non-habitable,4.68,2.89,0.19,0.56,81.89793,766.4,-24.29,30.86,0.204,0.0,1.19,1.65,6112.0,19.5487,45.0533,1,0,-2.27,2.5,-0.84,0.22,0.23,0,0,1,Transit,2016.0
Kepler-806 b,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,1.35,1.14,0.91,1.04,216.5931,977.4,-23.33,8.09,0.0786,0.0,0.99,1.16,5770.0,19.7338,44.8534,1,0,-2.34,-0.17,-1.06,0.28,0.3,0,0,1,Transit,2016.0
Kepler-807 b,Hot,Jovian,gas,hydrogen-rich,non-habitable,345.47,10.42,0.31,3.18,5.615618,392.2,-24.17,117.93,0.4767,0.0,1.04,1.06,5965.0,19.268,48.1198,1,0,-1.64,6.58,3.89,0.11,0.24,0,0,1,Transit,2016.0
Kepler-808 b,Hot,Terran,rocky-iron,metals-rich,non-habitable,3.14,1.46,1.02,1.48,1227.722,1508.1,-25.75,0.63,0.0131,0.0,0.76,0.71,4653.0,19.4396,48.4456,1,0,-2.33,-0.16,-1.0,0.28,0.28,0,0,1,Transit,2016.0
Kepler-809 b,Hot,Neptunian,gas,metals-rich,non-habitable,5.34,3.01,0.2,0.59,11.53155,469.5,-22.25,55.64,0.2842,0.0,0.99,0.98,5734.0,19.2722,48.0181,1,0,-1.9,2.54,-0.54,0.24,0.31,0,0,1,Transit,2016.0
Kepler-810 b,Hot,Superterran,rocky-iron,metals-rich,non-habitable,8.88,1.93,1.24,2.39,368.6872,1116.4,-25.05,4.6,0.0546,0.0,1.03,1.04,5803.0,19.7743,48.0826,1,0,-2.37,-0.14,-0.49,0.29,0.26,0,0,1,Transit,2016.0
Kepler-811 b,Hot,Neptunian,gas,metals-rich,non-habitable,3.77,2.7,0.19,0.52,57.73373,702.3,-23.76,23.58,0.1614,0.0,1.01,1.24,5747.0,19.0283,47.8346,1,0,-2.22,2.45,-0.87,0.23,0.24,0,0,1,Transit,2016.0
Kepler-812 b,Hot,Neptunian,gas,metals-rich,non-habitable,8.87,3.55,0.2,0.7,510.7985,1211.2,-26.74,10.12,0.1036,0.0,1.45,1.71,6761.0,19.257,48.2085,1,0,-2.43,2.75,-0.85,0.21,0.19,0,0,1,Transit,2016.0
Kepler-813 b,Hot,Superterran,rocky-iron,metals-rich,non-habitable,13.55,2.14,1.38,2.96,44.59698,658.4,-22.98,19.13,0.1376,0.0,0.95,0.93,5743.0,19.0442,48.4354,1,0,-2.18,-0.13,0.17,0.31,0.28,0,0,1,Transit,2016.0
Kepler-814 b,Hot,Superterran,rocky-iron,metals-rich,non-habitable,12.97,2.12,1.37,2.9,406.8763,1144.2,-25.36,6.15,0.0688,0.0,1.15,1.22,6162.0,18.994,48.4316,1,0,-2.4,-0.13,-0.31,0.29,0.25,0,0,1,Transit,2016.0
Kepler-815 b,Hot,Neptunian,gas,metals-rich,non-habitable,13.82,4.11,0.2,0.82,860.1669,1379.7,-27.63,8.58,0.0883,0.0,1.25,3.42,5028.0,19.0147,47.8814,1,0,-2.35,2.99,-0.78,0.2,0.17,0,0,1,Transit,2016.0
Kepler-816 b,Hot,Jovian,gas,hydrogen-rich,non-habitable,312.37,10.24,0.29,2.98,61.62545,713.8,-26.74,10.51,0.0906,0.0,0.9,0.85,5286.0,19.5575,39.2125,1,0,-2.2,6.44,2.27,0.12,0.1,0,0,1,Transit,2016.0
Kepler-817 b,Hot,Jovian,gas,metals-rich,non-habitable,172.88,9.03,0.24,2.12,454.5287,1176.3,-28.65,3.99,0.0497,0.0,1.03,1.03,5861.0,19.7388,39.1616,1,0,-2.39,5.64,0.74,0.14,0.1,0,0,1,Transit,2016.0
Kepler-818 b,Hot,Neptunian,gas,metals-rich,non-habitable,26.46,5.11,0.2,1.01,96.49009000000001,798.5,-25.72,10.04,0.0892,0.0,0.94,0.92,5638.0,19.749,39.3703,1,0,-2.27,3.48,-0.17,0.19,0.16,0,0,1,Transit,2016.0
Kepler-819 b,Hot,Neptunian,gas,metals-rich,non-habitable,4.02,2.76,0.19,0.53,12.37481,477.8,-22.13,33.2,0.1922,0.0,0.86,0.81,5279.0,19.6914,39.1772,1,0,-1.91,2.46,-0.66,0.24,0.31,0,0,1,Transit,2016.0
Kepler-820 b,Hot,Jovian,gas,metals-rich,non-habitable,44.88,6.08,0.2,1.21,9.004264,441.3,-23.51,127.83,0.532,0.0,1.23,1.36,6260.0,19.4013,39.2207,1,0,-1.82,3.98,0.77,0.18,0.24,0,0,1,Transit,2016.0
Kepler-821 b,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,2.17,1.31,0.96,1.26,511.631,1211.7,-24.57,1.92,0.0285,0.0,0.84,0.8,5191.0,19.0412,39.3795,1,0,-2.35,-0.16,-1.02,0.28,0.29,0,0,1,Transit,2016.0
Kepler-822 b,Hot,Superterran,rocky-iron,metals-rich,non-habitable,6.4,1.77,1.16,2.05,682.0334,1302.0,-25.54,3.22,0.0435,0.0,1.06,1.08,5928.0,19.4851,39.5502,1,0,-2.41,-0.14,-0.71,0.28,0.27,0,0,1,Transit,2016.0
Kepler-823 b,Hot,Superterran,rocky-iron,metals-rich,non-habitable,4.09,1.57,1.06,1.66,330.9175,1086.6,-24.48,4.17,0.0503,0.0,0.98,0.96,5643.0,18.9722,39.2202,1,0,-2.36,-0.15,-0.78,0.29,0.28,0,0,1,Transit,2016.0
Kepler-824 b,Hot,Superterran,rocky-iron,metals-rich,non-habitable,7.92,1.87,1.21,2.26,564.9871,1242.1,-25.45,4.51,0.056,0.0,1.15,1.22,6035.0,19.3652,39.732,1,0,-2.41,-0.14,-0.6,0.29,0.26,0,0,1,Transit,2016.0
