P. Name,P. Zone Class,P. Mass Class,P. Composition Class,P. Atmosphere Class,P. Habitable Class,P. Mass (EU),P. Radius (EU),P. Density (EU),P. Gravity (EU),P. Esc Vel (EU),P. SFlux Mean (EU),P. Teq Mean (K),P. Ts Mean (K),P. Surf Press (EU),P. Mag,P. Appar Size (deg),P. Period (days),P. Sem Major Axis (AU),P. Eccentricity,P. Mean Distance (AU),S. Name,S. Constellation,S. Type,S. Mass (SU),S. Radius (SU),S. Teff (K),S. Luminosity (SU),S. Age (Gyrs),S. Distance (pc),S. RA (hrs),S. DEC (deg),S. No. Planets,S. No. Planets HZ,S. Hab Zone Min (AU),S. Hab Zone Max (AU),P. HZD,P. HZC,P. HZA,P. HZI,P. ESI,P. Habitable,P. Hab Moon,P. Confirmed,P. Disc. Method,P. Disc. Year
OGLE-TR-113 b,Hot,Jovian,gas,hydrogen-rich,non-habitable,394.25,12.43,0.21,2.55,5.63,        510.5608,1211.0,,80.9,-29.48,23.8,1.43,0.0229,0.0,0.02,OGLE-TR-113,Car,K,0.78,0.77,4752.0,0.267743,0.7,1500.0,10.8733,-61.4467,1,0,0.41,1.001,-2.31,8.45,1.4,0.1,0.07,0,0,1,Primary Transit,      2004.00
OGLE-TR-132 b,Hot,Jovian,gas,metals-rich,non-habitable,371.99,13.78,0.14,1.96,5.2,        2558.722,1812.0,,52.9,-31.46,26.41,1.69,0.0306,0.0,0.03,OGLE-TR-132,Car,F,1.26,1.34,6210.0,2.395885,,1500.0,10.8428,-61.9569,1,0,1.131,2.64,-2.46,9.73,0.63,0.09,0.07,0,0,1,Primary Transit,      2004.00
OGLE-TR-182 b,Hot,Jovian,gas,metals-rich,non-habitable,337.02,16.46,0.08,1.24,4.52,        552.1022,1235.0,,25.5,-30.17,31.69,3.98,0.051,0.0,0.05,OGLE-TR-182,Car,G,1.14,1.14,5924.0,1.436018,,,11.1553,-61.0953,1,0,0.8909999999999999,2.092,-2.4,12.31,0.76,0.07,0.06,0,0,1,Primary Transit,      2007.00
OGLE-TR-211 b,Hot,Jovian,gas,metals-rich,non-habitable,238.46,14.11,0.08,1.2,4.11,        1484.839,1581.5,,20.2,-30.92,27.07,3.68,0.051,0.0,0.05,OGLE-TR-211,Car,F,1.33,1.64,6325.0,3.8620660000000004,,,10.6708,-62.4556,1,0,1.4269999999999998,3.321,-2.45,10.33,0.27,0.09,0.06,0,0,1,Primary Transit,      2007.00
OGLE2-TR-L9 b,Hot,Jovian,gas,hydrogen-rich,non-habitable,1379.86,18.08,0.23,4.22,8.74,        5115.124,2154.6,,322.3,-32.81,34.89,2.49,0.0308,0.0,0.03,OGLE2-TR-L9,Car,F3,1.52,1.53,6933.0,4.852411,0.66,900.0,11.1319,-61.1461,1,0,1.546,3.57,-2.5,15.13,1.91,0.06,0.05,0,0,1,Primary Transit,      2007.00
ome Ser b,Hot,Jovian,gas,hydrogen-rich,non-habitable,540.5,11.08,0.4,4.4,6.98,        58.40392,702.8,,214.8,-26.86,21.17,277.02,1.1,0.11,1.09,ome Ser,Ser,G8 III,2.17,12.3,4770.0,70.270595,,80.6,15.8383,2.1964,1,0,6.6339999999999995,16.194000000000003,-2.16,7.19,3.35,0.11,0.12,0,0,1,Radial Velocity,      2013.00
omi CrB b,Hot,Jovian,gas,hydrogen-rich,non-habitable,476.91,10.92,0.37,4.0,6.61,        72.99267,739.5,,174.8,-27.09,20.86,187.3,0.83,0.19,0.81,omi CrB,CrB,K0III,2.13,10.4,4749.0,49.358867,,84.0,15.3357,29.6162,1,0,5.565,13.595999999999998,-2.18,7.02,2.94,0.11,0.12,0,0,1,Radial Velocity,      2012.00
omi UMa b,Hot,Jovian,gas,hydrogen-rich,non-habitable,1303.55,11.66,0.82,9.58,10.57,        8.854965,439.5,,1071.1,-24.91,22.3,1630.0,3.9,0.0,3.9,omi UMa,UMa,G4II-III,3.09,14.1,5242.0,134.684024,,56.3,8.5044,60.7181,1,0,8.98,21.513,-1.81,8.61,8.02,0.08,0.19,0,0,1,Radial Velocity,      2012.00
OY Car b,,Jovian,gas,,non-habitable,2696.13,11.63,1.71,19.92,15.22,             ,,,4617.7,,22.25,,6.18,0.0,6.18,OY Car,Car,M5,,,3840.0,,,,10.1061,-70.2347,1,0,,,,10.66,,,,0,0,1,Pulsar,      2014.00
POTS-1 b,Hot,Jovian,gas,hydrogen-rich,non-habitable,734.44,10.54,0.63,6.61,8.35,        167.3365,916.3,,460.8,-27.9,20.13,3.16,0.0373,0.0,0.04,POTS-1,Mus,K5,0.69,0.84,4400.0,0.23331300000000002,,,13.5739,-66.5811,1,0,0.38799999999999996,0.9620000000000001,-2.22,6.83,3.6,0.11,0.09,0,0,1,Primary Transit,      2013.00
Pr 0201 b,Hot,Jovian,gas,metals-rich,non-habitable,171.69,9.01,0.23,2.11,4.36,        554.6273,1236.4,,40.3,-28.86,17.19,4.43,0.0566,0.0,0.06,Pr 0201,Cnc,F7,1.23,1.17,6174.0,1.775407,0.578,170.0,8.6956,20.2269,1,0,0.976,2.279,-2.41,5.63,0.67,0.14,0.14,0,0,1,Radial Velocity,      2012.00
Pr 0211 b,Hot,Jovian,gas,hydrogen-rich,non-habitable,597.73,11.19,0.43,4.77,7.31,        342.7792,1096.2,,254.7,-28.81,21.4,2.15,0.0318,0.02,0.03,Pr 0211,Cnc,G9,0.94,0.83,5940.0,0.347454,0.79,170.0,8.7031,19.2769,2,0,0.43799999999999994,1.028,-2.38,7.33,2.54,0.11,0.1,0,0,1,Radial Velocity,      2012.00
Pr 0211 c,Cold,Jovian,gas,hydrogen-rich,non-habitable,2527.62,11.65,1.6,18.62,14.73,      0.01446624,78.4,,4040.7,-18.28,22.28,5300.0,5.8,0.7,4.14,Pr 0211,Cnc,G9,0.94,0.83,5940.0,0.347454,0.79,170.0,8.7031,19.2769,2,0,0.43799999999999994,1.028,18.64,10.42,27.32,0.03,0.08,0,0,1,Radial Velocity,      2016.00
Proplyd 133-353 b,,Jovian,gas,,non-habitable,4133.22,11.4,2.79,31.79,19.04,             ,,,11520.8,,21.8,,,0.0,,Proplyd 133-353,Ori,,,,,,0.001,388.0,5.5869,-5.3981,1,0,,,,12.57,,,,0,0,1,Imaging,      2016.00
Proxima Cen b,Warm,Terran,rocky-iron,metals-rich,psychroplanet,1.27,1.12,0.9,1.01,1.07,       0.6562118,229.3,263.9,1.1,-16.96,2.13,11.19,0.0485,0.0,0.05,Proxima Cen,Cen,M5.5V,0.12,0.14,3050.0,0.001544,,1.29,14.4953,-62.6794,1,1,0.032,0.086,-0.39,-0.17,-0.37,0.64,0.85,1,0,1,Radial Velocity,      2016.00
PSR 0636 b,Hot,Jovian,gas,hydrogen-rich,non-habitable,2543.52,11.65,1.61,18.75,14.78,        294651.1,5935.7,,4093.3,-36.27,22.28,0.07,0.0036,0.0,0.0,PSR 0636,Aur,PSR,1.4,,,3.8416,,,6.6,51.4833,1,0,,,-2.47,10.44,1.98,0.08,0.07,0,0,1,Pulsar,      2016.00
PSR 1257 12 b,Hot,,rocky-iron,no-atmosphere,non-habitable,0.02,0.31,0.72,0.23,0.27,        144.0443,882.6,898.9,0.0,-20.06,0.6,25.26,0.19,0.0,0.19,PSR 1257 12,Vir,,1.43,,,5.2,1.0,710.0,13.0011,12.6822,3,0,,,-2.31,-0.2,-1.56,0.26,0.2,0,0,1,Pulsar,      1992.00
PSR 1257 12 c,Hot,Terran,rocky-iron,metals-rich,non-habitable,4.13,1.57,1.06,1.67,1.62,        40.13040,641.2,681.5,4.4,-22.19,2.99,66.54,0.36,0.02,0.36,PSR 1257 12,Vir,,1.41,,,5.2,1.0,710.0,13.0011,12.6822,3,0,,,-2.16,-0.15,-0.49,0.31,0.31,0,0,1,Pulsar,      1992.00
PSR 1257 12 d,Hot,Terran,rocky-iron,metals-rich,non-habitable,3.82,1.54,1.05,1.61,1.58,        24.58247,567.2,607.2,4.0,-21.61,2.92,98.21,0.46,0.03,0.46,PSR 1257 12,Vir,,1.35,,,5.2,1.0,710.0,13.0011,12.6822,3,0,,,-2.08,-0.15,-0.45,0.32,0.33,0,0,1,Pulsar,      1992.00
PSR 1719-14 b,Hot,Neptunian,rocky-water,hydrogen-rich,non-habitable,317.94,4.48,3.54,15.84,8.42,        20698.45,3053.8,3117.8,1124.2,-31.29,8.52,0.09,0.0044,0.06,0.0,PSR 1719-14,Ser,,1.4,,,0.4,12.5,1200.0,17.3194,-14.6336,1,0,,,-2.46,0.97,1.22,0.26,0.16,0,0,1,Pulsar,      2011.00
PSR B0329+54 b,Cold,Terran,rocky-iron,metals-rich,non-habitable,1.97,1.28,0.95,1.21,1.24,      0.03782037,111.2,147.8,1.9,-14.16,2.42,10139.34,10.26,0.24,9.97,PSR B0329+54,Cam,,1.4,,,3.8687949999999995,,,3.5497,54.5786,1,0,,,7.77,-0.16,0.53,0.11,0.34,0,0,1,Pulsar,      2017.00
PSR B0943+10 b,Warm,Jovian,gas,hydrogen-rich,non-habitable,890.23,11.52,0.58,6.7,8.79,        1.562500,284.8,,517.8,-22.99,22.04,730.0,1.8,0.0,1.8,PSR B0943+10,Leo,,1.5,,,5.0625,,,9.7687,9.8659,2,2,,,-0.91,7.93,8.34,0.08,0.41,0,0,1,Pulsar,      2014.00
PSR B0943+10 c,Warm,Jovian,gas,hydrogen-rich,non-habitable,826.64,11.48,0.55,6.27,8.49,       0.6019620,224.4,,451.9,-21.94,21.95,1460.0,2.9,0.0,2.9,PSR B0943+10,Leo,,1.5,,,5.0625,,,9.7687,9.8659,2,2,,,0.04,7.81,9.22,0.08,0.4,0,0,1,Pulsar,      2014.00
PSR B1620-26 b,Cold,Jovian,gas,hydrogen-rich,non-habitable,794.85,11.45,0.53,6.06,8.33,     0.006278839,71.7,,420.8,-16.96,21.89,36525.0,23.0,0.0,23.0,PSR B1620-26,Sco,,1.35,,,3.321506,,3800.0,16.3939,-26.5314,1,0,,,22.13,7.75,17.29,0.03,0.1,0,0,1,Pulsar,      2003.00
PSR B1957+20 b,Hot,Jovian,gas,hydrogen-rich,non-habitable,6994.68,10.81,5.54,59.89,25.44,        29131.51,3328.4,,38762.4,-33.58,20.65,0.38,0.0115,0.0,0.01,PSR B1957+20,Sge,PSR,1.4,,,3.8416,2.2,1530.0,19.9936,20.8042,1,0,,,-2.46,16.05,6.8,0.05,0.05,0,0,1,Pulsar,      1988.00
PSR J1807-2459 A b,Hot,Jovian,gas,hydrogen-rich,non-habitable,2988.64,11.6,1.92,22.22,16.05,        277935.3,5849.7,,5727.1,-36.2,22.18,0.07,0.0037,0.0,0.0,PSR J1807-2459 A,Hya,PSR,1.4,,,3.8416,,2790.0,10.1222,-24.9981,1,0,,,-2.47,11.06,2.33,0.08,0.06,0,0,1,Pulsar,      2000.00
PSR J2051-0827 b,Hot,Jovian,gas,hydrogen-rich,non-habitable,8997.7,10.4,7.99,83.13,29.41,        174816.7,5209.4,,71900.7,-35.45,19.87,0.1,0.0047,0.0,0.0,PSR J2051-0827,Aqr,PSR,1.4,,,3.8416,5.61,1280.0,20.8522,-8.4606,1,0,,,-2.46,18.4,6.15,0.05,0.04,0,0,1,Pulsar,      1996.00
PSR J2241-5236 b,Hot,Jovian,gas,hydrogen-rich,non-habitable,3815.28,11.46,2.53,29.04,18.24,        92666.86,4445.0,,9663.9,-34.97,21.92,0.15,0.006,0.0,0.01,PSR J2241-5236,Gru,PSR,1.35,,,3.321506,5.22,500.0,22.695,-52.61,1,0,,,-2.46,12.16,3.56,0.07,0.06,0,0,1,Pulsar,      2011.00
PZ Tel b,Cold,Jovian,gas,hydrogen-rich,non-habitable,19712.28,8.81,28.86,254.14,47.31,     0.003511675,56.8,,568815.1,-16.02,16.8,,20.0,0.62,15.69,PZ Tel,Tel,G6.5,1.13,1.23,5338.0,1.102083,0.023,51.49,18.885,-50.1806,1,0,0.8079999999999999,1.93,35.21,31.59,110.94,0.01,0.04,0,0,1,Imaging,      2010.00
Qatar-1 b,Hot,Jovian,gas,hydrogen-rich,non-habitable,422.86,13.22,0.18,2.42,5.66,        643.3850,1283.1,,77.5,-29.86,25.32,1.42,0.0234,0.0,0.02,Qatar-1,Dra,K,0.8,0.82,4910.0,0.353196,4.5,,20.2256,65.1619,1,0,0.467,1.1340000000000001,-2.33,9.17,1.32,0.09,0.07,0,0,1,Primary Transit,      2010.00
Qatar-2 b,Hot,Jovian,gas,hydrogen-rich,non-habitable,790.72,12.81,0.38,4.82,7.86,        459.7682,1179.7,,297.2,-29.43,24.54,1.34,0.0215,0.0,0.02,Qatar-2,Vir,K,0.74,0.71,4645.0,0.21233000000000002,,,13.8436,-6.8039,1,0,0.36700000000000005,0.9,-2.29,9.03,2.69,0.09,0.07,0,0,1,Primary Transit,      2011.00
Qatar-3 b,Hot,Jovian,gas,hydrogen-rich,non-habitable,1370.32,12.28,0.74,9.09,10.57,        1320.754,1535.9,,1015.2,-30.48,23.49,2.51,0.0378,0.0,0.04,Qatar-3,And,F,1.15,1.27,6007.0,1.8901419999999998,4.079,,23.9433,36.2131,1,0,1.018,2.384,-2.43,9.31,3.48,0.09,0.07,0,0,1,Primary Transit,      2016.00
Qatar-4 b,Hot,Jovian,gas,hydrogen-rich,non-habitable,1859.95,17.38,0.35,6.16,10.34,        1011.004,1436.6,,658.7,-30.95,33.51,1.81,0.0286,0.0,0.03,Qatar-4,And,K,0.95,1.11,5219.0,0.8275399999999999,12.9,,0.3239,44.0275,1,0,0.705,1.69,-2.37,15.44,3.55,0.06,0.05,0,0,1,Primary Transit,      2016.00
Qatar-5 b,Hot,Jovian,gas,hydrogen-rich,non-habitable,1373.5,12.4,0.72,8.94,10.53,        665.2888,1293.9,,989.8,-29.76,23.73,2.88,0.0413,0.0,0.04,Qatar-5,And,G,1.13,1.08,5747.0,1.1331280000000001,5.47,,0.4703,42.0614,1,0,0.8,1.8869999999999998,-2.4,9.44,3.93,0.09,0.07,0,0,1,Primary Transit,      2016.00
Qatar-6 b,Hot,Jovian,gas,metals-rich,non-habitable,212.38,11.89,0.13,1.5,4.23,        170.2695,920.3,,26.8,-28.18,22.75,3.51,0.0423,0.0,0.04,Qatar-6,Boo,K2V,0.82,0.72,5052.0,0.304661,1.0,101.0,14.8139,22.1525,1,0,0.431,1.041,-2.28,8.28,0.96,0.1,0.08,0,0,1,Primary Transit,      2017.00
Ross 128 b,Warm,Terran,rocky-iron,metals-rich,mesoplanet,1.4,1.15,0.91,1.05,1.1,        1.474785,280.0,315.1,1.3,-17.92,2.19,9.87,0.0496,0.12,0.05,Ross 128,Vir,M4,0.17,0.2,3192.0,0.003604,5.0,3.38,11.7957,0.8046,1,1,0.049,0.13,-0.99,-0.17,-0.46,0.48,0.86,1,0,1,radial velocity,      2017.00
Ross 458(AB) c,Cold,Jovian,gas,hydrogen-rich,non-habitable,3592.72,11.98,2.09,25.02,17.31,    3.030303e-08,3.4,,7499.7,-3.71,22.93,,1168.0,0.0,1168.0,Ross 458(AB),Vir,M0.5,0.6,0.46,3840.0,0.041339999999999995,0.475,11.7,13.0131,12.3758,1,0,0.165,0.42200000000000004,9099.02,12.48,180.84,0.0,0.07,0,0,1,Imaging,      2010.00
ROXs 12 b,Cold,Jovian,gas,hydrogen-rich,non-habitable,5087.04,11.21,3.61,40.48,21.3,    4.987971e-07,6.8,,18369.6,-6.62,21.43,,210.0,0.0,210.0,ROXs 12,Oph,M0,0.87,0.34,3850.0,0.021997,0.008,120.0,16.4403,-24.5433,1,0,0.121,0.308,2243.26,13.77,156.54,0.0,0.05,0,0,1,Imaging,      2013.00
ROXs 42B b,Cold,Jovian,gas,hydrogen-rich,non-habitable,2861.46,28.0,0.13,3.65,10.11,    4.409725e-06,11.7,,373.0,-10.99,55.34,,140.0,0.0,140.0,ROXs 42B,Oph,M0 D,0.6,2.03,2200.0,0.086431,0.006999999999999999,135.0,16.5208,-24.5456,1,0,0.243,0.657,673.99,30.07,55.47,0.0,0.03,0,0,1,Imaging,      2013.00
RR Cae b,Cold,Jovian,gas,hydrogen-rich,non-habitable,1335.35,11.67,0.84,9.81,10.7,     0.005328559,68.8,,1122.8,-16.82,22.31,4350.0,5.3,0.0,5.3,RR Cae,Cae,DAZ8+dM,0.62,,,0.149679,,,4.3517,-48.6519,1,0,,,24.23,8.65,23.2,0.03,0.09,0,0,1,Pulsar,      2012.00
SAND 364 b,Hot,Jovian,gas,hydrogen-rich,non-habitable,489.63,10.95,0.37,4.08,6.69,        543.5446,1200.7,,182.5,-29.34,20.93,121.71,0.5311,0.35,0.5,SAND 364,Cnc,K3III,1.35,21.8,4284.0,143.615299,,,8.8325,11.6925,1,0,9.65,24.086,-2.26,7.05,1.93,0.12,0.11,0,0,1,Radial Velocity,      2014.00
SDSS J1110+0116 b,,Jovian,gas,,non-habitable,3497.34,13.22,1.52,20.02,16.27,             ,,,5298.8,,25.32,,,0.0,,SDSS J1110+0116,Leo,T5.5,,,940.0,,0.12,19.19,11.1694,1.2703,1,0,,,,13.87,,,,0,0,1,Imaging,      2015.00
sig Per b,Hot,Jovian,gas,hydrogen-rich,non-habitable,2066.61,11.68,1.3,15.15,13.3,        82.77020,755.1,,2680.7,-27.41,22.34,579.8,1.8,0.3,1.72,sig Per,Per,K3III,2.25,28.0,4367.0,255.822467,,108.3,3.5097,47.9953,1,0,12.847000000000001,31.939,-2.16,9.75,7.49,0.07,0.08,0,0,1,Radial Velocity,      2014.00
SIMP0136+0933 b,,Jovian,gas,,non-habitable,4037.84,11.42,2.71,30.95,18.8,             ,,,10942.6,,21.84,,,0.0,,SIMP0136+0933,Psc,T2.5,,,1098.0,,0.2,6.0,1.6157,9.5631,1,0,,,,12.45,,,,0,0,1,Imaging,      2017.00
SR 12 AB c,Cold,Jovian,gas,hydrogen-rich,non-habitable,4133.22,11.4,2.79,31.79,19.04,    6.435216e-08,4.1,,11520.8,-4.42,21.8,,1083.0,0.0,1083.0,SR 12 AB,Oph,K4-M2.5,,0.35,5150.0,0.075478,0.001,125.0,16.4556,-24.6944,1,0,0.214,0.513,7221.11,12.57,180.98,0.0,0.06,0,0,1,Imaging,      2011.00
SWEEPS-04b,Hot,Jovian,gas,hydrogen-rich,non-habitable,1208.17,9.07,1.62,14.68,11.54,        781.5582,1347.1,,1955.0,-29.25,17.31,4.2,0.055,0.0,0.06,SWEEPS-04b,Sgr,,1.24,1.18,,2.364214,,8500.0,17.9817,-29.1892,1,0,,,-2.4,5.93,4.35,0.11,0.1,0,0,1,Primary Transit,      2006.00
SWEEPS-11b,Hot,Jovian,gas,hydrogen-rich,non-habitable,3084.02,12.66,1.52,19.25,15.61,        1626.778,1618.0,,4691.9,-30.78,24.23,1.8,0.03,0.0,0.03,SWEEPS-11b,Sgr,,1.1,1.45,,1.4641,,8500.0,17.9842,-29.1983,1,0,,,-2.42,12.48,5.77,0.07,0.07,0,0,1,Primary Transit,      2006.00
TAP 26 b,Hot,Jovian,gas,hydrogen-rich,non-habitable,550.04,11.1,0.4,4.46,7.04,        123.0620,848.5,,221.2,-27.68,21.21,10.91,0.0975,0.0,0.1,TAP 26,Tau,K7,1.04,1.36,5150.0,1.169859,0.017,,4.3144,17.3881,1,0,0.841,2.021,-2.26,7.21,2.94,0.11,0.11,0,0,1,Radial Velocity,      2017.00
tau Boo b,Hot,Jovian,gas,hydrogen-rich,non-habitable,1856.77,11.87,1.11,13.17,12.51,        1193.773,1495.8,,2060.4,-30.3,22.71,3.31,0.046,0.08,0.05,tau Boo,Boo,F7 V,1.3,1.33,6309.0,2.5181880000000003,2.52,15.6,13.7881,17.4561,1,0,1.153,2.685,-2.45,9.64,4.52,0.08,0.08,0,0,1,Radial Velocity,      1996.00
tau Cet b,Hot,Terran,rocky-iron,metals-rich,non-habitable,2.0,1.28,0.95,1.22,1.25,        42.28194,646.5,683.3,1.9,-21.81,2.43,13.96,0.105,0.16,0.1,tau Cet,Cet,G8.5V,0.78,0.79,5344.0,0.460153,5.8,3.65,1.7344,-15.9375,7,1,0.522,1.246,-2.15,-0.16,-0.78,0.3,0.32,0,0,0,radial velocity,      2012.00
tau Cet c,Hot,Terran,rocky-iron,metals-rich,non-habitable,3.12,1.45,1.01,1.48,1.46,        12.10677,475.1,514.1,3.2,-20.71,2.76,35.36,0.195,0.03,0.19,tau Cet,Cet,G8.5V,0.78,0.79,5344.0,0.460153,5.8,3.65,1.7344,-15.9375,7,1,0.522,1.246,-1.9,-0.16,-0.43,0.34,0.39,0,0,0,radial velocity,      2012.00
tau Cet d,Hot,Terran,rocky-iron,metals-rich,non-habitable,3.5,1.5,1.03,1.55,1.53,        3.300297,343.0,382.5,3.6,-19.37,2.85,94.11,0.374,0.08,0.37,tau Cet,Cet,G8.5V,0.78,0.79,5344.0,0.460153,5.8,3.65,1.7344,-15.9375,7,1,0.522,1.246,-1.41,-0.15,-0.14,0.41,0.59,0,0,0,radial velocity,      2012.00
tau Cet e,Warm,Terran,rocky-iron,metals-rich,mesoplanet,4.29,1.59,1.07,1.7,1.64,        1.512054,282.4,322.9,4.6,-18.64,3.02,168.12,0.552,0.05,0.55,tau Cet,Cet,G8.5V,0.78,0.79,5344.0,0.460153,5.8,3.65,1.7344,-15.9375,7,1,0.522,1.246,-0.92,-0.15,0.16,0.51,0.78,1,0,0,radial velocity,      2012.00
tau Cet f,Cold,Superterran,rocky-iron,hydrogen-rich,non-habitable,6.67,1.79,1.17,2.09,1.93,       0.2525980,180.6,223.4,7.8,-16.94,3.4,642.0,1.35,0.03,1.35,tau Cet,Cet,G8.5V,0.78,0.79,5344.0,0.460153,5.8,3.65,1.7344,-15.9375,7,1,0.522,1.246,1.29,-0.14,1.05,0.38,0.53,0,0,0,radial velocity,      2012.00
tau Cet g,Hot,Terran,rocky-iron,metals-rich,non-habitable,1.75,1.23,0.94,1.15,1.19,        26.06045,575.2,611.4,1.6,-21.19,2.34,20.0,0.133,0.06,0.13,tau Cet,Cet,G8.5 V,0.78,0.79,5344.0,0.460153,5.8,3.65,1.7344,-15.9375,7,1,0.522,1.246,-2.07,-0.16,-0.77,0.31,0.34,0,0,1,Radial Velocity,      2017.00
tau Cet h,Hot,Terran,rocky-iron,metals-rich,non-habitable,1.83,1.25,0.94,1.18,1.21,        8.007410,424.2,460.6,1.7,-19.96,2.37,49.41,0.243,0.23,0.24,tau Cet,Cet,G8.5 V,0.78,0.79,5344.0,0.460153,5.8,3.65,1.7344,-15.9375,7,1,0.522,1.246,-1.77,-0.16,-0.6,0.35,0.45,0,0,1,Radial Velocity,      2017.00
tau Gem b,Hot,Jovian,gas,hydrogen-rich,non-habitable,6549.56,10.9,5.06,55.12,24.51,        174.6075,925.9,,33118.9,-28.02,20.83,305.5,1.17,0.03,1.17,tau Gem,Gem,K2III,2.3,26.8,4388.0,238.905352,1.22,98.4,7.1856,30.2453,1,0,12.407,30.814,-2.22,15.53,13.84,0.05,0.06,0,0,1,Radial Velocity,      2004.00
TCP J050742+244755 b,Cold,Superterran,rocky-iron,hydrogen-rich,non-habitable,9.22,1.94,1.25,2.44,2.18,      0.03793586,112.4,156.9,11.6,-15.06,3.7,,0.5,0.0,0.5,TCP J050742+244755,Tau,,0.25,,,0.009484000000000001,,380.0,5.1285,24.7988,1,0,,,7.54,-0.14,2.24,0.11,0.3,0,0,1,Microlensing,      2018.00
Teide 1b,,Jovian,gas,,non-habitable,17168.76,9.11,22.69,206.75,43.41,             ,,,389515.2,,17.38,,,0.0,,Teide 1b,Tau,M8 D,0.05,0.08,2584.0,0.000256,,,3.7883,24.3755,1,0,0.013000000000000001,0.036000000000000004,,28.27,,,,0,0,1,Imaging,      1995.00
TRAPPIST-1 b,Hot,Terran,rocky-water,metals-rich,non-habitable,0.86,1.09,0.67,0.73,0.89,        4.207210,364.9,396.5,0.6,-18.92,2.06,1.51,0.0111,0.0,0.01,TRAPPIST-1,Aqr,M8,0.08,0.12,2550.0,0.000519,0.5,12.1,23.1081,-5.0414,7,4,0.019,0.051,-1.48,0.13,-0.83,0.37,0.56,0,0,1,Primary Transit,      2016.00
TRAPPIST-1 c,Hot,Terran,rocky-iron,metals-rich,non-habitable,1.38,1.06,1.17,1.24,1.14,        2.244729,311.8,347.9,1.6,-18.17,2.01,2.42,0.0152,0.0,0.02,TRAPPIST-1,Aqr,M8,0.08,0.12,2550.0,0.000519,0.5,12.1,23.1081,-5.0414,7,4,0.019,0.051,-1.23,-0.44,-0.48,0.42,0.73,0,0,1,Primary Transit,      2016.00
TRAPPIST-1 d,Warm,Subterran,rocky-iron,metals-rich,mesoplanet,0.41,0.77,0.9,0.69,0.73,        1.129725,262.7,292.4,0.4,-16.74,1.47,4.05,0.0214,0.0,0.02,TRAPPIST-1,Aqr,M8,0.08,0.12,2550.0,0.000519,0.5,12.1,23.1081,-5.0414,7,4,0.019,0.051,-0.84,-0.29,-0.86,0.45,0.9,1,0,1,Primary Transit,      2016.00
TRAPPIST-1 e,Warm,Terran,rocky-iron,metals-rich,psychroplanet,0.64,0.92,0.82,0.76,0.83,       0.6544080,229.1,260.4,0.5,-16.52,1.74,6.1,0.0282,0.0,0.03,TRAPPIST-1,Aqr,M8,0.08,0.12,2550.0,0.000519,0.5,12.1,23.1081,-5.0414,7,4,0.019,0.051,-0.42,-0.15,-0.67,0.56,0.85,1,0,1,Primary Transit,      2017.00
TRAPPIST-1 f,Warm,Terran,rocky-water,metals-rich,psychroplanet,0.67,1.04,0.59,0.61,0.8,       0.3772893,199.7,229.7,0.4,-16.2,1.98,9.21,0.0371,0.0,0.04,TRAPPIST-1,Aqr,M8,0.08,0.12,2550.0,0.000519,0.5,12.1,23.1081,-5.0414,7,4,0.019,0.051,0.14,0.27,-0.64,0.59,0.68,1,0,1,Primary Transit,      2017.00
TRAPPIST-1 g,Warm,Terran,rocky-iron,metals-rich,hypopsychroplanet,1.34,1.13,0.94,1.06,1.09,       0.2553108,181.1,216.1,1.3,-15.94,2.14,12.35,0.0451,0.0,0.05,TRAPPIST-1,Aqr,M8,0.08,0.12,2550.0,0.000519,0.5,12.1,23.1081,-5.0414,7,4,0.019,0.051,0.64,-0.21,-0.16,0.59,0.58,1,0,1,Primary Transit,      2017.00
TRAPPIST-1 h,Cold,Subterran,rocky-iron,metals-rich,non-habitable,0.35,0.75,0.81,0.61,0.68,       0.1308402,153.2,181.8,0.3,-14.34,1.43,20.0,0.063,0.0,0.06,TRAPPIST-1,Aqr,M8,0.08,0.12,2550.0,0.000519,0.5,12.1,23.1081,-5.0414,7,4,0.019,0.051,1.75,-0.18,-0.67,0.35,0.45,0,0,1,Primary Transit,      2017.00
TrES-1b,Hot,Jovian,gas,metals-rich,non-habitable,241.95,12.31,0.13,1.6,4.43,        304.0984,1063.9,,31.4,-28.89,23.56,3.03,0.0393,0.0,0.04,TrES-1b,Lyr,K0V,0.88,0.85,5150.0,0.46967700000000007,2.5,157.0,19.0692,36.6325,1,0,0.5329999999999999,1.281,-2.32,8.57,0.9,0.1,0.08,0,0,1,Primary Transit,      2004.00
TrES-2b,Hot,Jovian,gas,hydrogen-rich,non-habitable,398.38,13.32,0.17,2.25,5.47,        831.4461,1368.1,,67.2,-30.16,25.52,2.47,0.0355,0.0,0.04,TrES-2b,Dra,G0V,0.98,1.0,5850.0,1.050784,5.1,220.0,19.1206,49.3164,1,0,0.7659999999999999,1.801,-2.41,9.28,1.13,0.09,0.07,0,0,1,Primary Transit,      2006.00
TrES-3b,Hot,Jovian,gas,hydrogen-rich,non-habitable,607.27,14.62,0.19,2.84,6.45,        1242.906,1512.7,,118.1,-30.8,28.06,1.31,0.0226,0.0,0.02,TrES-3b,Her,G,0.92,0.81,5720.0,0.634826,,,17.8686,37.5461,1,0,0.6,1.416,-2.42,10.55,1.47,0.08,0.06,0,0,1,Primary Transit,      2007.00
